,Date,Active Power (kw),Wind Speed (miles/hr),Tempreature,Dp,Humidity,Pressure
820,17-01-2018 13:20,3442.785645,27.75987395,57,43,59,29.37
821,17-01-2018 13:50,3489.061361,29.48940778,57,43,59,29.37
822,17-01-2018 14:20,3443.036947,27.40156141,57,43,59,29.34
823,17-01-2018 14:50,3467.875651,27.31361135,59,43,55,29.34
824,17-01-2018 15:20,3477.374023,33.63139417,57,43,59,29.32
825,17-01-2018 15:50,3489.572673,33.03225912,57,43,59,29.32
826,17-01-2018 16:20,3502.763346,31.09908786,57,41,55,29.29
827,17-01-2018 16:50,3465.881022,28.4743892,57,41,55,29.29
828,17-01-2018 17:20,3451.619954,28.81951218,55,41,58,29.26
829,17-01-2018 17:50,3477.037028,30.21477376,55,41,58,29.26
830,17-01-2018 18:20,3499.517578,36.73075693,55,41,58,29.23
831,17-01-2018 18:50,3461.109945,41.76756255,55,43,63,29.23
832,17-01-2018 19:20,3460.540283,42.93277627,54,45,72,29.23
833,17-01-2018 19:50,3461.020752,41.0772725,52,43,71,29.2
834,17-01-2018 20:20,3460.804036,40.44146011,54,43,67,29.2
835,17-01-2018 20:50,3461.329671,43.52250056,52,45,76,29.17
836,17-01-2018 21:20,3460.755046,46.41733983,52,45,76,29.17
837,17-01-2018 21:50,3460.937012,46.52119375,52,45,76,29.14
838,17-01-2018 22:20,3460.927979,46.16352972,52,45,76,29.14
839,17-01-2018 22:50,3461.240316,43.30360994,52,45,76,29.11
840,17-01-2018 23:20,3460.751383,41.34267787,54,43,67,29.08
841,17-01-2018 23:50,3460.895264,42.06295803,54,43,67,29.08
842,18-01-2018 00:20,3460.756348,39.6579557,54,43,67,29.05
843,18-01-2018 00:50,3461.008382,37.2926166,54,43,67,29.05
844,18-01-2018 01:20,3460.777669,43.50525487,55,43,63,29.02
845,18-01-2018 01:50,3460.771647,46.65442621,59,43,55,28.99
846,18-01-2018 02:20,3460.875326,44.79030953,57,43,59,28.99
847,18-01-2018 02:50,3538.221273,38.72717877,48,43,87,30.05
848,18-01-2018 03:20,3583.717041,42.52179082,48,43,87,30.05
849,18-01-2018 03:50,3530.213216,30.06530109,55,43,63,28.97
850,18-01-2018 04:20,3152.710693,26.11440258,55,45,67,28.97
851,18-01-2018 04:50,2175.237345,20.61553149,55,45,67,28.94
852,18-01-2018 05:20,991.7268677,14.87303968,55,45,67,28.91
853,18-01-2018 05:50,613.7401632,12.77119453,55,45,67,28.91
854,18-01-2018 05:50,613.7401632,12.77119453,52,48,88,28.91
855,18-01-2018 06:20,1282.992167,15.68600764,55,46,72,28.88
856,18-01-2018 06:20,1282.992167,15.68600764,48,46,93,28.91
857,18-01-2018 06:50,3382.408285,29.37134955,46,41,81,28.94
858,18-01-2018 07:20,3150.607015,29.64483878,43,39,87,28.97
859,18-01-2018 07:50,2719.38501,24.8359548,43,37,81,28.97
860,18-01-2018 08:20,2076.648397,20.55758575,43,36,76,28.99
861,18-01-2018 08:50,2642.480632,26.48000038,43,37,81,29.02
862,18-01-2018 09:20,2689.296956,27.15493771,43,37,81,29.05
863,18-01-2018 09:50,2721.037028,28.29097482,41,36,81,29.08
864,18-01-2018 10:20,2900.497721,30.12321555,41,36,81,29.11
865,18-01-2018 10:50,2060.293945,28.08220179,41,36,81,29.14
866,18-01-2018 11:20,0,23.99834745,41,36,81,29.17
867,18-01-2018 11:50,565.7019857,21.67939367,41,36,81,29.2
868,18-01-2018 12:20,1473.955973,17.31971912,41,36,81,29.2
869,18-01-2018 12:50,1391.430054,18.77465157,39,34,81,29.23
870,18-01-2018 13:20,280.2280827,17.38802955,39,34,81,29.23
871,18-01-2018 13:50,664.0410156,22.1046716,39,34,81,29.23
872,18-01-2018 14:20,0,18.60234856,39,34,81,29.26
873,18-01-2018 14:50,0,17.56034145,39,36,87,29.29
874,18-01-2018 15:20,1480.148254,22.84452632,39,36,87,29.32
875,18-01-2018 15:50,2040.266317,20.13242444,39,36,87,29.34
876,18-01-2018 16:20,1989.674683,18.88435502,39,36,87,29.37
877,18-01-2018 16:50,2696.294027,23.22873799,39,36,87,29.37
878,18-01-2018 17:20,2853.302327,25.2492364,39,36,87,29.4
879,18-01-2018 17:50,2837.161051,24.93415685,41,36,81,29.4
880,18-01-2018 18:20,2754.916341,23.37564285,41,34,76,29.43
881,18-01-2018 18:50,1943.545654,23.39290418,43,34,70,29.43
882,18-01-2018 19:20,3488.782715,28.14889198,41,34,76,29.46
883,18-01-2018 19:50,3570.969727,29.39088643,43,32,66,29.46
884,18-01-2018 20:20,3417.575277,28.99508947,43,32,66,29.46
885,18-01-2018 20:50,3508.903971,28.78505563,43,32,66,29.49
886,18-01-2018 21:20,3488.242025,25.90069377,41,30,65,29.49
887,18-01-2018 21:50,3012.431315,23.58360452,41,30,65,29.52
888,18-01-2018 22:20,2558.758382,22.36842152,41,28,61,29.52
889,18-01-2018 22:50,1892.570028,18.96971666,41,28,61,29.52
890,18-01-2018 23:20,2105.588013,19.39707385,39,28,65,29.55
891,18-01-2018 23:50,2057.493286,18.90199964,39,28,65,29.55
892,19-01-2018 00:20,2108.841024,19.38608232,39,28,65,29.55
893,19-01-2018 00:50,2301.192952,20.80630151,39,28,65,29.55
894,19-01-2018 01:20,2134.741007,19.93216047,39,28,65,29.55
895,19-01-2018 01:50,2436.787354,21.16146031,39,28,65,29.55
896,19-01-2018 02:20,2163.10734,19.54343365,39,28,65,29.58
897,19-01-2018 02:50,2108.952962,18.75572411,48,43,87,30.05
898,19-01-2018 03:20,1842.0507,17.86296601,48,43,87,30.05
899,19-01-2018 03:50,1643.430623,17.43756186,39,28,65,29.58
900,19-01-2018 04:20,1279.641683,15.96595296,39,28,65,29.58
901,19-01-2018 04:50,1590.164347,16.97859005,37,28,70,29.58
902,19-01-2018 05:20,1266.15918,15.69879578,37,28,70,29.58
903,19-01-2018 05:50,451.0084635,11.59175908,37,27,65,29.58
904,19-01-2018 05:50,451.0084635,11.59175908,37,28,70,29.61
905,19-01-2018 06:20,730.5876872,13.16056987,37,28,70,29.58
906,19-01-2018 06:20,730.5876872,13.16056987,36,28,75,29.61
907,19-01-2018 06:50,1145.154663,15.47036888,36,28,75,29.61
908,19-01-2018 07:20,1481.083374,17.00223355,34,27,75,29.61
909,19-01-2018 07:50,2022.802327,19.66430143,36,28,75,29.64
910,19-01-2018 08:20,1708.937703,18.23151099,39,28,65,29.64
911,19-01-2018 08:50,2317.645345,21.2947653,43,28,57,29.64
912,19-01-2018 09:20,2483.032959,21.85156192,43,30,61,29.64
913,19-01-2018 09:50,2249.279948,20.59010952,45,28,53,29.64
914,19-01-2018 10:20,1662.873983,18.30953048,45,27,49,29.64
915,19-01-2018 10:50,1376.091309,16.96754234,46,27,46,29.64
916,19-01-2018 11:20,1504.536987,17.8143656,46,27,46,29.67
917,19-01-2018 11:50,1423.997681,17.25629752,46,27,46,29.67
918,19-01-2018 12:20,1097.578613,15.87595385,46,25,43,29.67
919,19-01-2018 12:50,1487.997253,18.28304577,48,27,43,29.67
920,19-01-2018 13:20,2350.07902,21.66979306,48,25,40,29.67
921,19-01-2018 13:50,2229.690999,20.87318654,48,25,40,29.67
922,19-01-2018 14:20,2565.118978,22.9333098,50,28,43,29.67
923,19-01-2018 14:50,2883.465658,24.17804771,50,27,40,29.67
924,19-01-2018 15:20,3267.037272,26.08583684,50,27,40,29.67
925,19-01-2018 15:50,3525.09904,27.82194125,50,27,40,29.67
926,19-01-2018 16:20,2925.003255,24.7407728,50,28,43,29.67
927,19-01-2018 16:50,2754.901286,23.97200388,50,28,43,29.7
928,19-01-2018 17:20,2914.889974,24.42206804,48,28,46,29.7
929,19-01-2018 17:50,3119.287028,25.36238159,46,28,50,29.7
930,19-01-2018 18:20,3517.476644,28.18122374,46,30,53,29.7
931,19-01-2018 18:50,3544.395996,27.78726924,45,30,57,29.7
932,19-01-2018 19:20,3602.573649,29.2606072,45,32,61,29.67
933,19-01-2018 19:50,3575.47404,27.69821626,45,28,53,29.67
934,19-01-2018 20:20,3545.043376,28.71399572,45,30,57,29.67
935,19-01-2018 20:50,3588.479004,29.4529317,45,28,53,29.67
936,19-01-2018 21:20,3596.187988,31.682937,45,28,53,29.67
937,19-01-2018 21:50,3568.603027,30.69029544,43,27,53,29.7
938,19-01-2018 22:20,3589.411947,30.99023844,43,28,57,29.67
939,19-01-2018 22:50,3604.291341,33.49966782,41,28,61,29.7
940,19-01-2018 23:20,3604.234294,35.4443668,41,28,61,29.67
941,19-01-2018 23:50,3604.183675,31.34031996,39,28,65,29.67
942,20-01-2018 00:20,3603.993978,36.96691673,39,28,65,29.67
943,20-01-2018 00:50,3603.885091,36.80090735,39,28,65,29.67
944,20-01-2018 01:20,3604.123698,36.19803687,39,30,70,29.67
945,20-01-2018 01:50,3604.155029,33.97732142,41,30,65,29.67
946,20-01-2018 02:20,3604.256673,32.78113272,41,30,65,29.67
947,20-01-2018 02:50,3604.240072,32.45716437,48,43,87,30.05
948,20-01-2018 03:20,3604.317383,32.93606381,48,43,87,30.05
949,20-01-2018 03:50,3604.100586,35.22644399,39,28,65,29.67
950,20-01-2018 04:20,3604.095622,35.35474067,39,30,70,29.67
951,20-01-2018 04:50,3604.29598,34.84869909,37,28,70,29.67
952,20-01-2018 05:20,3603.420329,41.57840603,39,28,65,29.67
953,20-01-2018 05:50,3603.22998,45.1175198,43,27,53,29.67
954,20-01-2018 05:50,3603.22998,45.1175198,43,23,46,29.67
955,20-01-2018 06:20,3603.206299,42.65565616,43,23,46,29.67
956,20-01-2018 06:20,3603.206299,42.65565616,43,25,49,29.64
957,20-01-2018 06:50,3600.254964,43.18320864,43,25,49,29.67
958,20-01-2018 07:20,3476.52832,41.09133529,43,23,46,29.64
959,20-01-2018 07:50,3461.447591,40.57176994,43,23,46,29.64
960,20-01-2018 08:20,3461.478353,37.80261548,45,23,43,29.64
961,20-01-2018 08:50,3463.380697,35.44421818,45,25,46,29.67
962,20-01-2018 09:20,3461.251058,35.67562141,46,25,43,29.64
963,20-01-2018 09:50,3464.535319,37.45529517,48,27,43,29.64
964,20-01-2018 10:20,3460.948975,35.00440529,50,27,40,29.64
965,20-01-2018 10:50,3462.402995,32.54554607,50,27,40,29.64
966,20-01-2018 11:20,3446.634603,30.58582929,52,28,41,29.64
967,20-01-2018 11:50,3459.927327,33.92080144,52,32,47,29.64
968,20-01-2018 12:20,3475.838298,32.8866122,54,30,41,29.64
969,20-01-2018 12:50,3274.444417,27.7127633,54,30,41,29.61
970,20-01-2018 13:20,3461.975993,27.7338504,54,32,44,29.61
971,20-01-2018 13:50,3285.083984,26.09701395,55,34,44,29.61
972,20-01-2018 14:20,3379.198649,30.02695978,57,36,44,29.58
973,20-01-2018 14:50,3461.999023,35.25171448,57,37,48,29.58
974,20-01-2018 15:20,3461.409017,39.09239898,55,37,51,29.58
975,20-01-2018 15:50,3461.310303,42.37065419,55,36,47,29.58
976,20-01-2018 16:20,3461.383708,40.89361991,55,36,47,29.58
977,20-01-2018 16:50,3461.401611,35.51679062,55,36,47,29.58
978,20-01-2018 17:20,3460.969645,38.7556656,55,36,47,29.55
979,20-01-2018 17:50,3461.226969,38.5874397,54,34,47,29.55
980,20-01-2018 18:20,3461.318929,39.21104386,54,36,51,29.55
981,20-01-2018 18:50,3461.209961,37.19448922,55,34,44,29.55
982,20-01-2018 19:20,3461.603027,36.78783583,55,36,47,29.55
983,20-01-2018 19:50,3461.321615,38.44637088,54,36,51,29.55
984,20-01-2018 20:20,3461.327311,37.37949787,54,37,54,29.52
985,20-01-2018 20:50,3461.062419,38.52964402,54,36,51,29.52
986,20-01-2018 21:20,3461.161621,40.71724334,54,36,51,29.52
987,20-01-2018 21:50,3460.98763,42.46417434,54,39,58,29.52
988,20-01-2018 22:20,3461.237712,42.15844651,54,39,58,29.49
989,20-01-2018 22:50,3460.979329,44.65004567,54,41,62,29.49
990,20-01-2018 23:20,3460.92863,44.32678487,54,39,58,29.49
991,20-01-2018 23:50,3461.07666,46.91193547,54,41,62,29.49
992,21-01-2018 00:20,3460.697998,49.08212413,55,43,63,29.49
993,21-01-2018 00:50,3256.197428,35.27758872,55,45,67,29.49
994,21-01-2018 01:20,1964.111694,19.34764857,55,46,72,29.49
995,21-01-2018 01:50,2440.821045,21.63599997,55,46,72,29.49
996,21-01-2018 02:20,3516.316406,29.29330377,55,46,72,29.49
997,21-01-2018 02:50,3348.448405,26.58795524,48,43,87,30.05
998,21-01-2018 03:20,3110.315918,24.86351363,48,43,87,30.05
999,21-01-2018 03:50,3419.733643,28.06857845,55,46,72,29.49
1000,21-01-2018 04:20,3551.079346,28.28820934,46,41,81,29.55
1001,21-01-2018 04:50,3599.943034,30.10008618,43,39,87,29.58
1002,21-01-2018 05:20,3574.710612,29.76174144,43,41,93,29.58
1003,21-01-2018 05:50,3512.946696,30.14308734,43,41,93,29.58
1004,21-01-2018 05:50,3512.946696,30.14308734,41,39,93,29.61
1005,21-01-2018 06:20,3017.387939,24.51270892,41,39,93,29.61
1006,21-01-2018 06:20,3017.387939,24.51270892,41,41,100,29.61
1007,21-01-2018 06:50,2476.014323,22.0009528,41,39,93,29.61
1008,21-01-2018 07:20,2306.295003,21.23575291,43,41,93,29.61
1009,21-01-2018 07:50,2228.686971,20.09331159,43,41,93,29.61
1010,21-01-2018 08:20,2900.246989,23.30510985,43,41,93,29.61
1011,21-01-2018 08:50,2973.444743,24.42865999,43,41,93,29.61
1012,21-01-2018 09:20,3139.554688,24.41245676,43,41,93,29.61
1013,21-01-2018 09:50,3442.682617,29.06926687,45,41,87,29.61
1014,21-01-2018 10:20,3473.803304,31.99669817,45,41,87,29.61
1015,21-01-2018 10:50,3474.648356,31.13228431,45,41,87,29.61
1016,21-01-2018 11:20,3479.27002,30.62448419,45,43,93,29.58
1017,21-01-2018 11:50,3448.567708,26.86659639,45,43,93,29.55
1018,21-01-2018 12:20,3506.135661,29.3834227,45,43,93,29.55
1019,21-01-2018 12:50,3491.141683,33.60762266,45,43,93,29.52
1020,21-01-2018 13:20,3597.636719,30.42706677,46,43,87,29.52
1021,21-01-2018 13:50,3577.128418,32.38979508,46,45,93,29.52
1022,21-01-2018 14:20,3501.698324,32.68242365,46,45,93,29.49
1023,21-01-2018 14:50,3468.305664,33.12635951,46,45,93,29.46
1024,21-01-2018 15:20,3474.703044,32.01641993,46,46,100,29.46
1025,21-01-2018 15:50,3580.232015,30.26791598,48,46,93,29.46
1026,21-01-2018 16:20,3488.3243,30.93821547,48,46,93,29.43
1027,21-01-2018 16:50,3550.783366,28.74270298,48,46,93,29.43
1028,21-01-2018 17:20,3478.190999,26.82912051,50,46,87,29.4
1029,21-01-2018 17:50,3129.850423,24.74863974,50,46,87,29.4
1030,21-01-2018 18:20,3303.174642,26.05071681,50,46,87,29.37
1031,21-01-2018 18:50,3276.407959,25.66205578,50,46,87,29.37
1032,21-01-2018 19:20,3016.764648,24.66771396,50,46,87,29.37
1033,21-01-2018 19:50,3062.975667,24.58462714,50,46,87,29.34
1034,21-01-2018 20:20,2613.599691,22.68867151,50,45,82,29.34
1035,21-01-2018 20:50,1981.461344,20.26194139,50,45,82,29.32
1036,21-01-2018 21:20,2013.400024,20.54363886,50,45,82,29.32
1037,21-01-2018 21:50,2871.776042,23.95160229,50,45,82,29.32
1038,21-01-2018 22:20,3167.128337,25.28373064,50,45,82,29.29
1039,21-01-2018 22:50,3497.47168,27.49178416,50,45,82,29.29
1040,21-01-2018 23:20,3376.493327,26.22079941,50,45,82,29.29
1041,21-01-2018 23:50,2467.780314,22.03682942,50,45,82,29.26
1042,22-01-2018 00:20,1595.167358,18.3790505,48,45,87,29.26
1043,22-01-2018 00:50,1186.491333,16.28080496,50,43,76,29.23
1044,22-01-2018 01:20,984.764506,15.20434414,50,43,76,29.2
1045,22-01-2018 01:50,326.8583171,11.03839158,48,43,82,29.2
1046,22-01-2018 02:20,15.01384766,6.603951724,50,43,76,29.2
1047,22-01-2018 02:50,0,3.703972152,48,43,87,30.05
1048,22-01-2018 03:20,0,7.059273351,48,43,87,30.05
1049,22-01-2018 03:50,54.70408503,7.222814579,54,43,67,29.2
1050,22-01-2018 04:20,134.7602285,7.991210175,52,43,71,29.2
1051,22-01-2018 04:50,239.5910034,9.645142256,46,43,87,29.2
1052,22-01-2018 05:20,548.6756948,12.74981909,46,43,87,29.17
1053,22-01-2018 05:50,261.4844666,10.35688686,46,43,87,29.17
1054,22-01-2018 05:50,261.4844666,10.35688686,46,43,87,29.17
1055,22-01-2018 06:20,222.3140106,10.04308001,46,43,87,29.17
1056,22-01-2018 06:20,222.3140106,10.04308001,45,43,93,29.17
1057,22-01-2018 06:50,368.2473653,11.54755259,46,45,93,29.17
1058,22-01-2018 07:20,103.9862378,8.497587564,46,45,93,29.17
1059,22-01-2018 07:50,314.2205213,10.60502289,46,45,93,29.17
1060,22-01-2018 08:20,187.5170898,9.96510069,46,45,93,29.17
1061,22-01-2018 08:50,111.7944412,8.758260719,48,45,87,29.17
1062,22-01-2018 09:20,290.364268,10.89204939,48,45,87,29.17
1063,22-01-2018 09:50,143.9077657,9.025964203,48,45,87,29.17
1064,22-01-2018 10:20,723.9707438,13.33559961,50,46,87,29.17
1065,22-01-2018 10:50,997.8485514,15.51068493,50,46,87,29.17
1066,22-01-2018 11:20,771.3288167,14.38378586,48,46,93,29.2
1067,22-01-2018 11:50,1158.463277,16.32312951,50,46,87,29.2
1068,22-01-2018 12:20,1316.264323,16.09179705,48,46,93,29.17
1069,22-01-2018 12:50,1396.689006,15.4825917,46,43,87,29.17
1070,22-01-2018 13:20,1460.668335,16.53578199,45,41,87,29.2
1071,22-01-2018 13:50,1499.482951,16.87237386,45,41,87,29.2
1072,22-01-2018 14:20,1326.381999,15.79416764,43,41,93,29.2
1073,22-01-2018 14:50,674.3240763,13.01001172,43,41,93,29.2
1074,22-01-2018 15:20,1249.56484,15.73682456,43,41,93,29.23
1075,22-01-2018 15:50,2804.08667,23.1170406,45,41,87,29.26
1076,22-01-2018 16:20,2916.010661,23.58179121,45,41,87,29.26
1077,22-01-2018 16:50,3274.000244,26.22190303,45,41,87,29.29
1078,22-01-2018 17:20,3046.609294,24.37412328,45,43,93,29.29
1079,22-01-2018 17:50,3054.495036,24.2587125,46,43,87,29.32
1080,22-01-2018 18:20,2691.359945,22.78825239,45,41,87,29.32
1081,22-01-2018 18:50,3558.509684,31.01045369,45,41,87,29.32
1082,22-01-2018 19:20,2930.506348,27.63795302,45,41,87,29.32
1083,22-01-2018 19:50,2277.214925,26.99507797,45,41,87,29.34
1084,22-01-2018 20:20,2126.279622,26.23695001,43,41,93,29.34
1085,22-01-2018 20:50,2058.35437,24.89188597,43,39,87,29.37
1086,22-01-2018 21:20,2071.138672,24.56982623,43,39,87,29.37
1087,22-01-2018 21:50,973.1491903,24.1518037,43,39,87,29.4
1088,22-01-2018 22:20,0,19.6885483,41,39,93,29.4
1089,22-01-2018 22:50,0,19.00724376,41,37,87,29.43
1090,22-01-2018 23:20,0,18.10955877,41,37,87,29.43
1091,22-01-2018 23:50,0,18.40991349,41,37,87,29.46
1092,23-01-2018 00:20,230.7240295,26.89313479,41,37,87,29.49
1093,23-01-2018 00:50,370.6233012,31.78403253,41,37,87,29.49
1094,23-01-2018 01:20,980.0042928,30.18062297,41,37,87,29.49
1095,23-01-2018 01:50,1268.162964,31.05851724,41,37,87,29.52
1096,23-01-2018 02:20,1459.310669,30.81247594,41,37,87,29.52
1097,23-01-2018 02:50,1637.962646,31.26590363,48,43,87,30.05
1098,23-01-2018 03:20,1623.603963,30.42487443,48,43,87,30.05
1099,23-01-2018 03:50,1270.956604,25.24512835,39,37,93,29.55
1100,23-01-2018 04:20,41.62713369,18.16833863,39,36,87,29.55
1101,23-01-2018 04:50,0,17.09186502,39,36,87,29.55
1102,23-01-2018 05:20,0,18.38086169,39,36,87,29.55
1103,23-01-2018 05:50,0,17.46569919,39,36,87,29.58
1104,23-01-2018 05:50,0,17.46569919,39,36,87,29.61
1105,23-01-2018 06:20,0,17.79109046,39,36,87,29.58
1106,23-01-2018 06:20,0,17.79109046,39,36,87,29.61
1107,23-01-2018 06:50,0,16.08031414,39,34,81,29.64
1108,23-01-2018 07:20,0,17.99800254,39,34,81,29.64
1109,23-01-2018 07:50,11.90517298,18.57786205,39,34,81,29.67
1110,23-01-2018 08:20,184.6320343,23.09410964,39,34,81,29.67
1111,23-01-2018 08:50,179.5956294,21.15081081,39,34,81,29.67
1112,23-01-2018 09:20,228.0674947,21.04172389,39,34,81,29.67
1113,23-01-2018 09:50,176.4985657,19.0798617,39,34,81,29.7
1114,23-01-2018 10:20,34.38003222,14.03789524,41,34,76,29.7
1115,23-01-2018 10:50,120.8818504,17.61948646,41,34,76,29.72
1116,23-01-2018 11:20,146.4081392,18.78542479,41,34,76,29.72
1117,23-01-2018 11:50,292.9537354,20.39992829,41,34,76,29.72
1118,23-01-2018 12:20,270.0209656,19.06066616,41,32,70,29.72
1119,23-01-2018 12:50,298.1667938,19.00268344,41,34,76,29.72
1120,23-01-2018 13:20,347.8976339,20.65196277,39,34,81,29.75
1121,23-01-2018 13:50,325.2096761,18.8874405,41,36,81,29.75
1122,23-01-2018 14:20,395.7417806,19.79660057,41,32,70,29.75
1123,23-01-2018 14:50,319.0083669,17.98353939,41,34,76,29.75
1124,23-01-2018 15:20,378.9393717,19.20486527,39,34,81,29.75
1125,23-01-2018 15:50,373.7265727,18.70931781,41,32,70,29.78
1126,23-01-2018 16:20,125.8147329,15.312886,39,32,75,29.78
1127,23-01-2018 16:50,370.9822998,18.03394316,39,30,70,29.81
1128,23-01-2018 17:20,316.6973674,17.57223573,39,30,70,29.81
1129,23-01-2018 17:50,217.9865316,15.88459768,39,30,70,29.84
1130,23-01-2018 18:20,332.8420258,17.54981924,39,28,65,29.84
1131,23-01-2018 18:50,421.2057393,18.30508786,39,30,70,29.84
1132,23-01-2018 19:20,593.1119792,20.25627246,39,30,70,29.87
1133,23-01-2018 19:50,739.3667603,22.01265615,39,30,70,29.87
1134,23-01-2018 20:20,774.3777466,22.72217873,39,30,70,29.87
1135,23-01-2018 20:50,581.5665894,19.89986639,39,30,70,29.87
1136,23-01-2018 21:20,730.7401733,20.93913575,39,30,70,29.9
1137,23-01-2018 21:50,582.4003092,18.77312483,39,30,70,29.9
1138,23-01-2018 22:20,583.2259928,18.87672771,39,28,65,29.9
1139,23-01-2018 22:50,746.3521118,20.25166664,39,28,65,29.9
1140,23-01-2018 23:20,759.7475789,20.44347026,39,28,65,29.9
1141,23-01-2018 23:50,778.5284627,20.25824933,39,28,65,29.93
1142,24-01-2018 00:20,945.5552165,21.07913295,39,28,65,29.93
1143,24-01-2018 00:50,958.3941243,21.19233431,37,27,65,29.93
1144,24-01-2018 01:20,0,19.10817858,37,27,65,29.93
1145,24-01-2018 01:50,0,16.37842746,37,27,65,29.93
1146,24-01-2018 02:20,0,17.77224193,37,25,60,29.93
1147,24-01-2018 02:50,0,19.0571974,48,43,87,30.05
1148,24-01-2018 03:20,72.52276611,21.06124654,48,43,87,30.05
1149,24-01-2018 03:50,0,21.52058209,37,27,65,29.96
1150,24-01-2018 04:20,31.00316234,21.48844232,37,27,65,29.96
1151,24-01-2018 04:50,0,20.45640488,37,28,70,29.93
1152,24-01-2018 05:20,0,20.9076886,37,28,70,29.93
1153,24-01-2018 05:50,0,22.07595437,37,28,70,29.96
1154,24-01-2018 05:50,0,22.07595437,37,28,70,29.96
1155,24-01-2018 06:20,61.31716919,22.55048407,37,28,70,29.96
1156,24-01-2018 06:20,61.31716919,22.55048407,37,28,70,29.96
1157,24-01-2018 06:50,0,19.28287978,37,28,70,29.96
1158,24-01-2018 07:20,0,21.66447471,37,28,70,29.99
1159,24-01-2018 07:50,0,20.72328296,37,30,75,29.99
1160,24-01-2018 08:20,0,21.91274745,37,28,70,29.99
1161,24-01-2018 08:50,0,22.15672299,37,30,75,30.02
1162,24-01-2018 09:20,0,23.09694693,37,30,75,30.02
1163,24-01-2018 09:50,0,21.76569326,37,30,75,30.02
1164,24-01-2018 10:20,0,22.2963497,39,30,70,30.05
1165,24-01-2018 10:50,0,22.1285718,37,32,81,30.05
1166,24-01-2018 11:20,0,22.16310515,39,32,75,30.05
1167,24-01-2018 11:50,0,21.29440477,34,32,93,30.05
1168,24-01-2018 12:20,0,21.83616652,36,34,93,30.05
1169,24-01-2018 12:50,0,22.20359755,37,34,87,30.05
1170,24-01-2018 13:20,0,23.63967649,39,34,81,30.05
1171,24-01-2018 13:50,0,22.67379664,41,32,70,30.02
1172,24-01-2018 14:20,0,23.67082926,41,34,76,30.02
1173,24-01-2018 14:50,0,23.16025654,39,32,75,30.02
1174,24-01-2018 15:20,0,25.01710216,37,30,75,30.02
1175,24-01-2018 15:50,0,22.10069368,41,28,61,30.05
1176,24-01-2018 16:20,0,22.59350658,39,30,70,30.05
1177,24-01-2018 16:50,0,22.00413144,37,30,75,30.05
1178,24-01-2018 17:20,0,25.06871552,37,27,65,30.05
1179,24-01-2018 17:50,0,23.30037249,37,28,70,30.05
1180,24-01-2018 18:20,0,22.16311511,37,30,75,30.07
1181,24-01-2018 18:50,0,25.05756113,36,30,81,30.07
1182,24-01-2018 19:20,0,21.98683312,36,28,75,30.07
1183,24-01-2018 19:50,0,21.52532444,37,27,65,30.07
1184,24-01-2018 20:20,0,21.26723562,37,27,65,30.07
1185,24-01-2018 20:50,0,23.72301006,36,28,75,30.1
1186,24-01-2018 21:20,0,22.30045775,36,25,65,30.1
1187,24-01-2018 21:50,0,22.41136012,36,23,60,30.1
1188,24-01-2018 22:20,0,22.03123232,36,25,65,30.1
1189,24-01-2018 22:50,0,22.25975202,36,23,60,30.1
1190,24-01-2018 23:20,0,21.62194855,37,23,56,30.07
1191,24-01-2018 23:50,0,22.63229232,36,23,60,30.07
1192,25-01-2018 00:20,0,24.33147197,36,21,56,30.07
1193,25-01-2018 00:50,0,23.6795161,37,21,52,30.07
1194,25-01-2018 01:20,0,25.04653261,37,21,52,30.07
1195,25-01-2018 01:50,0,24.21239972,37,21,52,30.05
1196,25-01-2018 02:20,0,25.08678252,37,21,52,30.05
1197,25-01-2018 02:50,0,20.458679,48,43,87,30.05
1198,25-01-2018 03:20,0,18.94306768,48,43,87,30.05
1199,25-01-2018 03:50,0,19.57941445,37,23,56,30.07
1200,25-01-2018 04:20,0,18.08897977,37,23,56,30.07
1201,25-01-2018 04:50,0,23.06345179,37,21,52,30.05
1202,25-01-2018 05:20,0,23.57407999,37,23,56,30.05
1203,25-01-2018 05:50,0,24.19194765,37,19,48,30.05
1204,25-01-2018 05:50,0,24.19194765,37,23,56,30.05
1205,25-01-2018 06:20,0,22.3146265,37,19,48,30.05
1206,25-01-2018 06:20,0,22.3146265,37,23,56,30.05
1207,25-01-2018 06:50,0,20.65695614,37,23,56,30.05
1208,25-01-2018 07:20,0,21.81136179,37,21,52,30.05
1209,25-01-2018 07:50,0,22.53036266,37,19,48,30.05
1210,25-01-2018 08:20,0,23.7242538,37,19,48,30.05
1211,25-01-2018 08:50,0,22.75390393,37,21,52,30.05
1212,25-01-2018 09:20,0,24.1078532,37,23,56,30.05
1213,25-01-2018 09:50,0,20.62952388,37,25,60,30.05
1214,25-01-2018 10:20,0,20.31456878,37,21,52,30.05
1215,25-01-2018 10:50,0,21.68114654,41,19,42,30.05
1216,25-01-2018 11:20,0,20.40696182,39,23,52,30.05
1217,25-01-2018 11:50,0,20.46529795,41,19,42,30.05
1218,25-01-2018 12:20,0,20.22494549,39,21,49,30.02
1219,25-01-2018 12:50,0,21.74729984,39,23,52,30.02
1220,25-01-2018 13:20,0,20.21432301,39,21,49,30.02
1221,25-01-2018 13:50,0,22.65751803,41,23,49,29.99
1222,25-01-2018 14:20,0,22.41286055,39,21,49,29.99
